11,"Hotels in Maharashtra will train their staff to spot signs of sex trafficking, including frequent requests for bed linen changes and 'Do not disturb' signs left on room doors for days.","s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace. In this connection, all offices/ departments shall remain open and celebrate the festival collectively at a suitable time wherein all the lady staff shall tie rakhis to their colleagues,? The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. one mandating the celebration of Rakshabandhan (left) and the other withdrawing the mandate (right) ? It has been decided to celebrate the festival of Rakshabandhan on August 7."
12,"A mobile phone app called Rescue Me, which will allow staff to alert police of suspicious behaviour, will be developed.","To ensure that no one skipped office, an attendance report was to be sent to the government the next evening. In this connection, all offices/ departments shall remain open and celebrate the festival collectively at a suitable time wherein all the lady staff shall tie rakhis to their colleagues,? the order, issued on August 1 by Gurpreet Singh, deputy secretary (personnel), had said. s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace. The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media."
13,The initiative has been backed by the Maharashtra government.,"It has been decided to celebrate the festival of Rakshabandhan on August 7. To ensure that no one skipped office, an attendance report was to be sent to the government the next evening. were issued by the Daman and Diu administration a day apart. the order, issued on August 1 by Gurpreet Singh, deputy secretary (personnel), had said. s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace."
14,A 32-year-old man on Wednesday was found hanging inside the washroom of a Delhi police station after he was called for interrogation.,"The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace. were issued by the Daman and Diu administration a day apart. It has been decided to celebrate the festival of Rakshabandhan on August 7. To ensure that no one skipped office, an attendance report was to be sent to the government the next evening."
15,His family alleged that he could have been emotionally and physically tortured.,"It has been decided to celebrate the festival of Rakshabandhan on August 7. The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. were issued by the Daman and Diu administration a day apart. To ensure that no one skipped office, an attendance report was to be sent to the government the next evening. s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace."
16,Police said the man was named as a suspect in the kidnapping case of a married woman with whom he had been in a relationship earlier.,"In this connection, all offices/ departments shall remain open and celebrate the festival collectively at a suitable time wherein all the lady staff shall tie rakhis to their colleagues,? The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. were issued by the Daman and Diu administration a day apart. the order, issued on August 1 by Gurpreet Singh, deputy secretary (personnel), had said. It has been decided to celebrate the festival of Rakshabandhan on August 7."
17,The Delhi High Court reduced the compensation awarded to a motor accident victim by 45% after it found negligence on the part of both parties.,"It has been decided to celebrate the festival of Rakshabandhan on August 7. The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. were issued by the Daman and Diu administration a day apart. s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace. the order, issued on August 1 by Gurpreet Singh, deputy secretary (personnel), had said."
18,"The court observed, ""It's possible despite the vehicle being driven in permissible limit, an accident can occur when a jaywalker suddenly appears on road"".","the order, issued on August 1 by Gurpreet Singh, deputy secretary (personnel), had said. In this connection, all offices/ departments shall remain open and celebrate the festival collectively at a suitable time wherein all the lady staff shall tie rakhis to their colleagues,? To ensure that no one skipped office, an attendance report was to be sent to the government the next evening. The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. were issued by the Daman and Diu administration a day apart."
19,A 60-year old Dalit woman was allegedly lynched in Agra after villagers thought that she was behind the recent cases of chopping hair of sleeping women.,"The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace. To ensure that no one skipped office, an attendance report was to be sent to the government the next evening. It has been decided to celebrate the festival of Rakshabandhan on August 7. In this connection, all offices/ departments shall remain open and celebrate the festival collectively at a suitable time wherein all the lady staff shall tie rakhis to their colleagues,?"
20,"The family members of the woman who left home around 4 am on Wednesday said, ""She pleaded that she had lost her way but they took her as one responsible for chopping women hair"".","the order, issued on August 1 by Gurpreet Singh, deputy secretary (personnel), had said. The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. one mandating the celebration of Rakshabandhan (left) and the other withdrawing the mandate (right) ? s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace. To ensure that no one skipped office, an attendance report was to be sent to the government the next evening."
21,"An inquiry by the Aircraft Accident Investigation Bureau found that the Pawan Hans helicopter was flying at a critically low height, resulting in its crash near Bombay High in 2015.","In this connection, all offices/ departments shall remain open and celebrate the festival collectively at a suitable time wherein all the lady staff shall tie rakhis to their colleagues,? To ensure that no one skipped office, an attendance report was to be sent to the government the next evening. s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace. the order, issued on August 1 by Gurpreet Singh, deputy secretary (personnel), had said. were issued by the Daman and Diu administration a day apart."
22,"The report further mentioned that the instructor, despite being aware of the low height, didn't take control of the helicopter after the trainee pilot wasn?","To ensure that no one skipped office, an attendance report was to be sent to the government the next evening. the order, issued on August 1 by Gurpreet Singh, deputy secretary (personnel), had said. In this connection, all offices/ departments shall remain open and celebrate the festival collectively at a suitable time wherein all the lady staff shall tie rakhis to their colleagues,? one mandating the celebration of Rakshabandhan (left) and the other withdrawing the mandate (right) ? s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace."
23,"The Congress party has opened a bank called 'State Bank of Tomato' in Uttar Pradesh's Lucknow, in a protest against the rising prices of the vegetable.","In this connection, all offices/ departments shall remain open and celebrate the festival collectively at a suitable time wherein all the lady staff shall tie rakhis to their colleagues,? It has been decided to celebrate the festival of Rakshabandhan on August 7. were issued by the Daman and Diu administration a day apart. The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace."
24,People can get interests on deposits and also get vegetables on loan in the bank.,"The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. It has been decided to celebrate the festival of Rakshabandhan on August 7. the order, issued on August 1 by Gurpreet Singh, deputy secretary (personnel), had said. In this connection, all offices/ departments shall remain open and celebrate the festival collectively at a suitable time wherein all the lady staff shall tie rakhis to their colleagues,? were issued by the Daman and Diu administration a day apart."
25,"5 Kg tomatoes, will get 1 kg after 6 months,"" said a man.","the order, issued on August 1 by Gurpreet Singh, deputy secretary (personnel), had said. In this connection, all offices/ departments shall remain open and celebrate the festival collectively at a suitable time wherein all the lady staff shall tie rakhis to their colleagues,? The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. To ensure that no one skipped office, an attendance report was to be sent to the government the next evening. were issued by the Daman and Diu administration a day apart."
26,India's food regulator Food Safety and Standards Authority of India (FSSAI) is planning to create a network to collect leftover food and provide it to the needy.,one mandating the celebration of Rakshabandhan (left) and the other withdrawing the mandate (right) ? It has been decided to celebrate the festival of Rakshabandhan on August 7. s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace. The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. were issued by the Daman and Diu administration a day apart.
27,"It is looking to connect with organisations which can collect, store and distribute leftover food from weddings and large parties.","The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. In this connection, all offices/ departments shall remain open and celebrate the festival collectively at a suitable time wherein all the lady staff shall tie rakhis to their colleagues,? It has been decided to celebrate the festival of Rakshabandhan on August 7. were issued by the Daman and Diu administration a day apart. To ensure that no one skipped office, an attendance report was to be sent to the government the next evening."
28,It further added that all food must meet the safety and hygiene standards.,"In this connection, all offices/ departments shall remain open and celebrate the festival collectively at a suitable time wherein all the lady staff shall tie rakhis to their colleagues,? s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace. It has been decided to celebrate the festival of Rakshabandhan on August 7. The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. were issued by the Daman and Diu administration a day apart."
29,"The mother of Harshit Sharma, the class 12 Chandigarh boy who got a hoax job offer call from Google, said that the incident ""devastated"" his life.","the order, issued on August 1 by Gurpreet Singh, deputy secretary (personnel), had said. The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. To ensure that no one skipped office, an attendance report was to be sent to the government the next evening. In this connection, all offices/ departments shall remain open and celebrate the festival collectively at a suitable time wherein all the lady staff shall tie rakhis to their colleagues,? s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace."
30,"He got a call, after which he shared the information with the school principal, who sent out a press release.","To ensure that no one skipped office, an attendance report was to be sent to the government the next evening. In this connection, all offices/ departments shall remain open and celebrate the festival collectively at a suitable time wherein all the lady staff shall tie rakhis to their colleagues,? The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. the order, issued on August 1 by Gurpreet Singh, deputy secretary (personnel), had said. were issued by the Daman and Diu administration a day apart."
31,"Harshit is hospitalised since Google denied giving him a job, his mother added.","the order, issued on August 1 by Gurpreet Singh, deputy secretary (personnel), had said. In this connection, all offices/ departments shall remain open and celebrate the festival collectively at a suitable time wherein all the lady staff shall tie rakhis to their colleagues,? were issued by the Daman and Diu administration a day apart. The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. To ensure that no one skipped office, an attendance report was to be sent to the government the next evening."
32,Municipal Corporation of Gurugram on Wednesday said that 19 out of 45 commercial building owners have decided to pay property tax instead of providing free parking to the public.,"It has been decided to celebrate the festival of Rakshabandhan on August 7. s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace. The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. To ensure that no one skipped office, an attendance report was to be sent to the government the next evening. the order, issued on August 1 by Gurpreet Singh, deputy secretary (personnel), had said."
33,"Notably, MCG earlier offered a property tax waiver for building basements if they were used to provide free parking.","were issued by the Daman and Diu administration a day apart. s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace. In this connection, all offices/ departments shall remain open and celebrate the festival collectively at a suitable time wherein all the lady staff shall tie rakhis to their colleagues,? To ensure that no one skipped office, an attendance report was to be sent to the government the next evening. the order, issued on August 1 by Gurpreet Singh, deputy secretary (personnel), had said."
34,"However, the owners allegedly said that revenues from parking profited them more.","the order, issued on August 1 by Gurpreet Singh, deputy secretary (personnel), had said. The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. To ensure that no one skipped office, an attendance report was to be sent to the government the next evening. s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace. In this connection, all offices/ departments shall remain open and celebrate the festival collectively at a suitable time wherein all the lady staff shall tie rakhis to their colleagues,?"
35,"Scientists, for the first time, successfully freed embryos of a piece of faulty DNA that causes a fatal heart disease to run in families.","In this connection, all offices/ departments shall remain open and celebrate the festival collectively at a suitable time wherein all the lady staff shall tie rakhis to their colleagues,? s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace. To ensure that no one skipped office, an attendance report was to be sent to the government the next evening. The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. the order, issued on August 1 by Gurpreet Singh, deputy secretary (personnel), had said."
36,"The disease, called hypertrophic cardiomyopathy, causes the heart to stop suddenly and is the result of an error in a single gene.","In this connection, all offices/ departments shall remain open and celebrate the festival collectively at a suitable time wherein all the lady staff shall tie rakhis to their colleagues,? To ensure that no one skipped office, an attendance report was to be sent to the government the next evening. the order, issued on August 1 by Gurpreet Singh, deputy secretary (personnel), had said. The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. were issued by the Daman and Diu administration a day apart."
37,"The breakthrough could lead to preventing 10,000 disorders that are passed down the generations.","To ensure that no one skipped office, an attendance report was to be sent to the government the next evening. s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace. The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. It has been decided to celebrate the festival of Rakshabandhan on August 7. were issued by the Daman and Diu administration a day apart."
38,"A Union Minister of State for Home Affairs informed the Lok Sabha on Wednesday that Delhi's 2,297 residential buildings under the Central Public Works Department were found to be ""unsafe"".","The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace. To ensure that no one skipped office, an attendance report was to be sent to the government the next evening. were issued by the Daman and Diu administration a day apart. It has been decided to celebrate the festival of Rakshabandhan on August 7."
39,Another 124 buildings under the New Delhi Municipal Council were identified as dangerous.,"were issued by the Daman and Diu administration a day apart. It has been decided to celebrate the festival of Rakshabandhan on August 7. the order, issued on August 1 by Gurpreet Singh, deputy secretary (personnel), had said. To ensure that no one skipped office, an attendance report was to be sent to the government the next evening. s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace."
40,The authorities said that they conduct surveys of unsafe buildings every year and undertake required actions.,"the order, issued on August 1 by Gurpreet Singh, deputy secretary (personnel), had said. s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace. The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. one mandating the celebration of Rakshabandhan (left) and the other withdrawing the mandate (right) ? It has been decided to celebrate the festival of Rakshabandhan on August 7."
41,The Supreme Court today refused to stay the exercise of NOTA (none of the above) option in the Gujarat Rajya Sabha elections scheduled to take place on 8 August.,"It has been decided to celebrate the festival of Rakshabandhan on August 7. one mandating the celebration of Rakshabandhan (left) and the other withdrawing the mandate (right) ? the order, issued on August 1 by Gurpreet Singh, deputy secretary (personnel), had said. s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace. The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media."
42,The SC further said that the issue would be heard as a constitutional question ?,"To ensure that no one skipped office, an attendance report was to be sent to the government the next evening. The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. the order, issued on August 1 by Gurpreet Singh, deputy secretary (personnel), had said. In this connection, all offices/ departments shall remain open and celebrate the festival collectively at a suitable time wherein all the lady staff shall tie rakhis to their colleagues,? were issued by the Daman and Diu administration a day apart."
43,whether NOTA would apply to election of council of states.,"It has been decided to celebrate the festival of Rakshabandhan on August 7. s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace. one mandating the celebration of Rakshabandhan (left) and the other withdrawing the mandate (right) ? To ensure that no one skipped office, an attendance report was to be sent to the government the next evening. The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media."
44,"Tanveer Hussain, a 24-year-old Indian athlete from Kashmir, has been indicted in the US on charges of sexually abusing a minor girl, during a visit to the US for a snowshoe competition.","In this connection, all offices/ departments shall remain open and celebrate the festival collectively at a suitable time wherein all the lady staff shall tie rakhis to their colleagues,? The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. It has been decided to celebrate the festival of Rakshabandhan on August 7. the order, issued on August 1 by Gurpreet Singh, deputy secretary (personnel), had said. were issued by the Daman and Diu administration a day apart."
45,An Essex County jury has charged Hussain with one count of first-degree sexual abuse and two counts of endangering the welfare of a child.,"It has been decided to celebrate the festival of Rakshabandhan on August 7. one mandating the celebration of Rakshabandhan (left) and the other withdrawing the mandate (right) ? To ensure that no one skipped office, an attendance report was to be sent to the government the next evening. s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace. were issued by the Daman and Diu administration a day apart."
46,Bomb squads and canine teams were rushed to check a package recovered in the cargo hold area of Delhi airport on Wednesday.,"The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. were issued by the Daman and Diu administration a day apart. It has been decided to celebrate the festival of Rakshabandhan on August 7. In this connection, all offices/ departments shall remain open and celebrate the festival collectively at a suitable time wherein all the lady staff shall tie rakhis to their colleagues,? s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace."
47,"Officials later declared the area safe, adding, ""the suspect item was nothing but some spare parts of company Maruti"".","the order, issued on August 1 by Gurpreet Singh, deputy secretary (personnel), had said. To ensure that no one skipped office, an attendance report was to be sent to the government the next evening. In this connection, all offices/ departments shall remain open and celebrate the festival collectively at a suitable time wherein all the lady staff shall tie rakhis to their colleagues,? s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace. It has been decided to celebrate the festival of Rakshabandhan on August 7."
48,Its X-ray image had raised suspicion among airport staff.,"s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace. the order, issued on August 1 by Gurpreet Singh, deputy secretary (personnel), had said. The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. In this connection, all offices/ departments shall remain open and celebrate the festival collectively at a suitable time wherein all the lady staff shall tie rakhis to their colleagues,? were issued by the Daman and Diu administration a day apart."
49,"Defending the IGIMS marital declaration form, Bihar Health Minister Mangal Pandey said he checked the meaning of virgin in dictionary, wherein it meant unmarried woman and he didn't find anything objectionable in it.","In this connection, all offices/ departments shall remain open and celebrate the festival collectively at a suitable time wherein all the lady staff shall tie rakhis to their colleagues,? the order, issued on August 1 by Gurpreet Singh, deputy secretary (personnel), had said. It has been decided to celebrate the festival of Rakshabandhan on August 7. s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace. To ensure that no one skipped office, an attendance report was to be sent to the government the next evening."
50,"Pandey added that he discussed the issue with the management, who informed him that the format used was same as AIIMS' and was being used since 1983.","To ensure that no one skipped office, an attendance report was to be sent to the government the next evening. The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace. the order, issued on August 1 by Gurpreet Singh, deputy secretary (personnel), had said. In this connection, all offices/ departments shall remain open and celebrate the festival collectively at a suitable time wherein all the lady staff shall tie rakhis to their colleagues,?"
51,The members of a Norwegian anti-immigrant group have been trolled for mistaking a photograph of six empty bus seats for a group of women wearing burqas.,s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace. It has been decided to celebrate the festival of Rakshabandhan on August 7. The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. were issued by the Daman and Diu administration a day apart. one mandating the celebration of Rakshabandhan (left) and the other withdrawing the mandate (right) ?
52,"The post, shared on  the closed Facebook group Fedrelandet viktigst (Fatherland first), garnered comments like ""Get them out of our country"" and ""Could be terrorists"".","the order, issued on August 1 by Gurpreet Singh, deputy secretary (personnel), had said. one mandating the celebration of Rakshabandhan (left) and the other withdrawing the mandate (right) ? To ensure that no one skipped office, an attendance report was to be sent to the government the next evening. In this connection, all offices/ departments shall remain open and celebrate the festival collectively at a suitable time wherein all the lady staff shall tie rakhis to their colleagues,? It has been decided to celebrate the festival of Rakshabandhan on August 7."
53,A newborn boy in Maharashtra's Thane was found to be 'pregnant' with own half-formed twin that was feeding off the boy's blood supply.,"To ensure that no one skipped office, an attendance report was to be sent to the government the next evening. The Daman and Diu administration on Wednesday withdrew a circular that asked women staff to tie rakhis on male colleagues after the order triggered a backlash from employees and was ripped apart on social media. s administration was forced to retreat within 24 hours of issuing the circular that made it compulsory for its staff to celebrate Rakshabandhan at workplace. In this connection, all offices/ departments shall remain open and celebrate the festival collectively at a suitable time wherein all the lady staff shall tie rakhis to their colleagues,? were issued by the Daman and Diu administration a day apart."
